TradDate,Brent,RBOB,WTI,Corn,Gold,Soybean,JPYLibor,USDLibor,EURUSD
20100921,78.42,1.9196,73.52,505.25,1272.4,1080,0.089,0.2,1.18394
20100922,77.95,1.9014,74.71,505,1290.2,1088.5,0.09,0.21,1.17929
20100923,78.11,1.9174,75.18,499.25,1294.3,1093.5,0.09,0.2,1.18415
20100924,78.87,1.9471,76.49,521.75,1296,1126,0.089,0.21,1.18343
20100927,78.57,1.9488,76.52,512.75,1296.7,1128.5,0.088,0.19,1.16338
20100928,78.71,1.9479,76.18,500,1306.6,1110,0.087,0.19,1.1561
20100929,80.77,1.9955,77.86,505,1308.5,1099,0.091,0.19,1.16065
20100930,82.31,2.0448,79.97,495.75,1307.8,1106.75,0.113,0.15,1.1551
20101001,83.75,2.0861,81.58,465.75,1316.1,1057,0.091,0.2,1.16105
20101004,83.28,2.0933,81.47,471.5,1315.4,1054,0.092,0.2,1.12388
20101005,84.84,2.1255,82.82,491,1338.9,1071.75,0.09,0.2,1.13807
20101006,85.06,2.1559,83.23,488.75,1346.4,1062.5,0.085,0.19,1.12882
20101007,83.43,2.118,81.67,498.25,1333.9,1065,0.087,0.18,1.13192
20101008,84.03,2.1512,82.66,528.25,1344.2,1135,0.088,0.18,1.12865
20101011,83.72,2.1655,82.21,555.75,1353.3,1152.5,0.088,0.18,1.13458
20101012,83.5,2.1239,81.67,579,1345.7,1178.5,0.088,0.18,1.14775
20101013,84.64,2.1661,83.01,569.25,1369.5,1176.5,0.089,0.18,1.1316
20101014,84.53,2.1365,82.69,567.25,1376.7,1188.5,0.091,0.19,1.13245
20101015,82.45,2.1038,81.25,563,1371.1,1185,0.098,0.2,1.13203
20101018,84.37,2.1515,83.08,556.75,1371.2,1185.5,0.093,0.19,1.1391
20101019,81.1,2.0483,79.49,546,1335.1,1180,0.093,0.19,1.13565
20101020,83.6,2.0826,81.77,573.5,1343.3,1212,0.091,0.19,1.14115
20101021,81.83,2.041,80.56,564.25,1324.7,1201.5,0.091,0.19,1.13975
20101022,82.96,2.0638,81.69,560,1324.4,1199.5,0.093,0.19,1.1366
20101025,83.54,2.0773,82.52,568.75,1338.3,1217.75,0.094,0.19,1.13408
20101026,83.66,2.094,82.55,571,1338,1219,0.088,0.19,1.13615
20101027,83.23,2.102,81.94,577.25,1322.2,1223.75,0.092,0.19,1.11972
20101028,83.59,2.1139,82.18,579,1342.1,1225,0.09,0.19,1.1197
20101029,83.15,2.1045,81.43,582,1357.1,1226,0.093,0.2,1.11845
20101101,84.62,2.0929,82.95,577.25,1350.2,1225.25,0.093,0.2,1.10302
20101102,85.41,2.1096,83.9,575.75,1356.4,1223.75,0.099,0.2,1.08428
20101103,86.38,2.138,84.69,581,1337.1,1227.5,0.099,0.2,1.08533
20101104,88,2.1771,86.49,590,1382.7,1264.75,0.104,0.19,1.06805
20101105,88.11,2.18,86.85,587.75,1397.3,1273.5,0.093,0.18,1.05453
20101108,88.46,2.1785,87.06,585.25,1402.8,1264.5,0.091,0.18,1.0488
20101109,88.33,2.185,86.72,576.25,1409.8,1319.25,0.086,0.17,1.05675
20101110,88.96,2.2362,87.81,566.75,1399.1,1309.5,0.089,0.17,1.05965
20101111,88.81,2.2357,87.81,564,1403.1,1330.25,0.086,0.17,1.08275
20101112,86.34,2.2099,84.88,534,1365.4,1269,0.086,0.19,1.0658
20101115,86.7,2.195,84.86,555.5,1368.4,1286.5,0.09,0.21,1.09445
20101116,84.73,2.1557,82.34,526.5,1338.3,1219.75,0.087,0.21,1.0919
20101117,83.28,2.1579,80.44,525.75,1336.8,1205,0.087,0.2,1.09725
20101118,85.05,2.2283,81.85,541.75,1352.9,1242,0.087,0.2,1.0875
20101119,84.34,2.196,81.51,520.75,1352.2,1201.5,0.091,0.21,1.0897
20101122,83.96,2.1519,81.74,515.25,1357.7,1221.5,0.089,0.19,1.0731
20101123,83.25,2.1342,81.25,528.5,1377.5,1239,0.089,0.2,1.0764
20101124,85.84,2.2136,83.86,538.75,1372.9,1255,0.089,0.2,1.08815
20101126,85.58,2.2103,83.76,539,1362.4,1237.5,0.093,0.2,1.10045
20101129,87.34,2.2846,85.73,538.25,1366,1235,0.09,0.2,1.07805
20101130,85.92,2.2652,84.11,530,1385,1243,0.09,0.2,1.06595
20101201,88.87,2.3004,86.75,551.75,1387.3,1283,0.087,0.2,1.06033
20101202,90.69,2.3553,88,540.75,1388.5,1279.75,0.092,0.19,1.0587
20101203,91.42,2.3521,89.19,559,1405.4,1300.25,0.094,0.18,1.05675
20101206,91.45,2.3417,89.38,553.25,1415.3,1289,0.093,0.18,1.0761
20101207,91.39,2.323,88.69,547.25,1408.3,1285.5,0.091,0.17,1.0807
20101208,90.77,2.3046,88.28,559.5,1382.5,1296,0.095,0.17,1.0821
20101209,90.99,2.3405,88.37,560.25,1392.1,1281.5,0.089,0.16,1.0739
20101210,90.48,2.3093,87.79,560.25,1384.3,1273,0.09,0.16,1.07355
20101213,91.19,2.3184,88.61,575.75,1397.3,1300.5,0.09,0.17,1.0874
20101214,91.21,2.2964,88.28,587.25,1403.6,1296,0.089,0.19,1.0865
20101215,92.2,2.3092,88.62,584.25,1385.5,1296.5,0.09,0.2,1.08905
20101216,91.71,2.3043,87.7,587.5,1370.4,1289,0.086,0.2,1.09815
20101217,91.67,2.3178,88.02,596.5,1378.6,1298.75,0.083,0.2,1.11302
20101220,92.74,2.3778,88.81,599.5,1385.5,1315.25,0.086,0.21,1.11965
20101221,93.2,2.3985,89.82,602.25,1388.2,1326.25,0.085,0.2,1.1146
20101222,93.65,2.4245,90.48,609,1386.8,1328.75,0.083,0.19,1.1185
20101223,94.25,2.4426,91.51,614,1380,1349.5,0.083,0.19,1.135
20101227,93.85,2.4209,91,615.25,1382.4,1373,0.083,0.19,1.11545
20101228,94.38,2.4056,91.49,623.25,1405.2,1375.75,0.08,0.18,1.12145
20101229,94.14,2.3904,91.12,624,1413.1,1366,0.08,0.18,1.1357
20101230,93.09,2.3918,89.84,616,1405.6,1366,0.079,0.19,1.14102
20101231,94.75,2.4532,91.38,629,1421.1,1393.75,0.079,0.13,1.14523
20110103,94.84,2.4273,91.55,620.5,1422.6,1370.25,0.079,0.19,1.33605
20110104,93.53,2.414,89.38,608.5,1378.5,1361,0.08,0.18,1.33075
20110105,95.5,2.4451,90.3,619.25,1373.4,1386,0.079,0.18,1.315
20110106,94.52,2.443,88.38,602,1371.4,1369.5,0.079,0.17,1.30025
20110107,93.33,2.4131,88.03,595,1368.5,1357.75,0.094,0.17,1.2907
20110110,95.7,2.4543,89.25,607,1373.7,1373.25,0.094,0.17,1.29515
20110111,97.61,2.4784,91.11,607,1384,1350.5,0.08,0.17,1.29735
20110112,98.12,2.4631,91.86,631,1385.7,1409,0.081,0.16,1.3131
20110113,98.06,2.4459,91.4,642.5,1386.9,1410,0.089,0.16,1.3364
20110114,98.06,2.4946,91.54,648.75,1360.4,1406.5,0.086,0.16,1.3384
20110118,97.8,2.4792,91.38,659.5,1368.1,1413.25,0.084,0.19,1.33865
20110119,98.16,2.4816,90.86,641.25,1370.2,1411.5,0.082,0.18,1.3474
20110120,96.58,2.4225,88.86,654,1346.5,1414.25,0.085,0.18,1.34725
20110121,97.6,2.4589,89.11,657.25,1341,1412.25,0.085,0.17,1.362
20110124,96.61,2.4132,87.87,655.25,1344.5,1404.5,0.085,0.18,1.3638
20110125,95.25,2.3427,86.19,644,1332.3,1374.5,0.082,0.17,1.3683
20110126,97.91,2.4306,87.33,657.75,1333,1385.5,0.095,0.17,1.37125
20110127,97.39,2.3816,85.64,650.75,1318.4,1399.5,0.088,0.17,1.37335
20110128,99.42,2.4568,89.34,644,1340.7,1398,0.087,0.17,1.3611
20110131,101.01,2.4906,92.19,659.5,1333.8,1413,0.087,0.17,1.3695
20110201,101.74,2.5194,90.77,666,1339.6,1438,0.088,0.18,1.38285
20110202,102.34,2.4985,90.86,669.25,1331.5,1444,0.099,0.18,1.38105
20110203,101.76,2.5034,90.54,662.5,1352.3,1435.5,0.102,0.17,1.3635
20110204,99.83,2.4353,89.03,678.5,1348.3,1433.5,0.093,0.17,1.3581
20110207,99.25,2.4505,87.48,674.75,1347.6,1424.5,0.094,0.17,1.3583
20110208,99.92,2.4942,86.94,673.75,1363.4,1434.25,0.098,0.16,1.3626
20110209,101.82,2.526,86.71,698,1364.8,1451,0.104,0.15,1.3732
20110210,100.87,2.4698,86.73,698.5,1361.9,1433,0.1,0.15,1.3603
20110211,101.43,2.4652,85.58,706.5,1359.9,1416,0.1,0.15,1.3549
20110214,103.08,2.5174,84.81,695.75,1364.6,1402.75,0.102,0.15,1.3488
20110215,101.64,2.4888,84.32,690.5,1373.6,1368,0.091,0.16,1.34865
20110216,103.78,2.5447,84.99,690.5,1374.7,1366,0.087,0.15,1.35685
20110217,102.59,2.5277,86.36,712.75,1384.7,1404.5,0.098,0.15,1.3609
20110218,102.52,2.5513,86.2,709.75,1388.2,1368,0.084,0.15,1.3693
20110222,105.78,2.6021,93.57,679.75,1400.5,1298,0.089,0.15,1.3649
20110223,111.25,2.7149,98.1,691.5,1413.4,1320,0.093,0.15,1.37485
20110224,111.36,2.7167,97.28,685.75,1415.3,1318.25,0.086,0.15,1.38
20110225,112.14,2.7395,97.88,712,1408.7,1365.5,0.088,0.15,1.37535
20110228,111.8,2.7296,96.97,722.5,1409.3,1357.25,0.091,0.16,1.3807
20110301,115.42,2.9834,99.63,727.25,1430.7,1367.5,0.092,0.15,1.37765
20110302,116.35,3.0295,102.23,714,1437.2,1387.25,0.085,0.16,1.3865
20110303,114.79,3.0262,101.91,729.75,1416,1405.5,0.089,0.15,1.3969
20110304,115.97,3.0464,104.42,721.25,1428.2,1407.75,0.085,0.15,1.3987
20110307,115.04,3.0039,105.44,710.75,1434.1,1387.75,0.087,0.14,1.3968
20110308,113.06,2.9467,105.02,698.75,1426.9,1375.5,0.085,0.14,1.391
20110309,115.94,3.0272,104.38,695,1429.3,1344,0.087,0.14,1.39095
20110310,115.43,3.0196,102.7,676.25,1412.2,1348.75,0.09,0.14,1.3799
20110311,113.84,2.9877,101.16,659.25,1421.5,1326.5,0.087,0.13,1.3904
20110314,113.67,2.9603,101.19,664,1424.6,1329,0.109,0.14,1.399
20110315,108.52,2.8029,97.18,636,1392.6,1270,0.103,0.14,1.39975
20110316,110.62,2.8437,97.98,616.5,1396,1287,0.092,0.14,1.3932
20110317,114.9,2.9506,101.42,646.5,1404,1335.25,0.095,0.14,1.4018
20110318,113.93,2.9494,101.07,683.5,1415.9,1362.5,0.092,0.15,1.4179
20110321,114.96,2.9974,102.33,686.5,1426.2,1363,0.092,0.14,1.4219
20110322,115.7,3.0045,104.97,686.75,1427.5,1365.5,0.084,0.14,1.4199
20110323,115.55,3.0213,105.75,681,1437.9,1351.25,0.077,0.14,1.4097
20110324,115.72,3.0448,105.6,702.5,1434.8,1354.5,0.074,0.13,1.4173
20110325,115.59,3.0445,105.4,689.5,1426.1,1358.25,0.071,0.13,1.4084
20110328,114.8,3.0274,103.98,671,1419.8,1348.5,0.072,0.13,1.4087
20110329,115.16,3.0458,104.79,671.75,1416,1361.5,0.072,0.13,1.41135
20110330,115.13,3.064,104.27,663.25,1423.8,1372,0.071,0.13,1.41275
20110331,117.36,3.1076,106.72,693.25,1438.9,1410.25,0.062,0.1,1.41565
20110331,117.36,3.1076,106.72,693.25,1438.9,1410.25,0.062,0.1,1.42365
20110404,121.06,3.1688,108.47,760.25,1432.2,1384,0.061,0.09,1.42205
20110405,122.22,3.2013,108.34,766.75,1451.8,1373.25,0.06,0.09,1.42225
20110406,122.3,3.1929,108.83,763,1457.7,1376.5,0.062,0.1,1.43315
20110407,122.67,3.1865,110.3,759,1458.5,1363.5,0.061,0.1,1.43085
20110408,126.65,3.2607,112.79,768,1473.4,1392.25,0.062,0.09,1.44845
20110411,123.98,3.2005,109.92,776,1467.4,1368.5,0.062,0.09,1.44355
20110412,120.92,3.1641,106.25,752.5,1452.9,1329.75,0.061,0.08,1.44775
20110413,122.88,3.2424,107.11,755.5,1454.9,1333.5,0.06,0.08,1.44425
20110414,122.36,3.2347,108.11,754.25,1471.7,1331,0.063,0.09,1.44865
20110415,123.45,3.2892,109.66,742,1485.3,1331.75,0.063,0.12,1.443
20110418,121.61,3.2528,107.12,751.75,1492.3,1344.25,0.062,0.1,1.4234
20110419,121.33,3.2331,108.15,749,1494.5,1342,0.062,0.11,1.4335
20110420,123.85,3.2773,111.45,732.75,1498.3,1357.75,0.064,0.1,1.45225
20110421,123.99,3.3086,112.29,737.25,1503.2,1380.5,0.063,0.1,1.45525
20110425,123.66,3.3229,112.28,762.5,1508.6,1389.5,0.063,0.1,1.45805
20110426,124.14,3.3572,112.21,766.25,1503,1382.75,0.064,0.09,1.4644
20110427,125.13,3.4194,112.76,752.25,1516.7,1378,0.063,0.09,1.47885
20110428,125.02,3.4298,112.86,723,1530.8,1350.25,0.064,0.09,1.48225
20110429,125.89,3.4648,113.93,754,1556,1392.75,0.064,0.09,1.4805
20110502,125.12,3.3479,113.52,730.75,1556.7,1390.25,0.062,0.09,1.48305
20110503,122.45,3.3294,111.05,719,1540.1,1359.25,0.062,0.09,1.48245
20110504,121.19,3.3225,109.24,726.5,1514.9,1350.5,0.062,0.09,1.4827
20110505,110.8,3.0954,99.8,705,1480.9,1319.75,0.062,0.09,1.4542
20110506,109.13,3.0901,97.18,682.75,1491.2,1325,0.063,0.09,1.43145
20110509,115.9,3.2784,102.55,704.5,1502.9,1335,0.065,0.09,1.4366
20110510,117.63,3.3797,103.88,706,1516.6,1340,0.065,0.09,1.4409
20110511,112.57,3.1228,98.21,668.75,1501.1,1333.5,0.065,0.09,1.41915
20110512,112.98,3.0639,98.97,681.25,1506.6,1345.25,0.067,0.09,1.4246
20110513,113.83,3.0744,99.65,679,1493.4,1337,0.065,0.09,1.4119
20110516,112.73,2.9311,97.37,697.5,1490.4,1326.5,0.069,0.1,1.4156
20110517,109.99,2.9193,96.91,720.25,1479.8,1341,0.069,0.09,1.42365
20110518,112.3,2.9555,100.1,749.75,1495.6,1379.5,0.069,0.1,1.42505
20110519,111.42,2.926,98.44,748.25,1492.2,1379.5,0.07,0.09,1.43085
20110520,112.39,2.9358,99.49,759.5,1508.8,1380.25,0.07,0.1,1.41605
20110523,110.1,2.9381,97.7,754,1515.3,1373.75,0.069,0.1,1.40485
20110524,112.53,2.9928,99.59,733.25,1523.2,1372.25,0.094,0.1,1.41
20110525,114.93,3.0162,101.32,742.25,1526.6,1377,0.078,0.09,1.40885
20110526,115.05,3.0483,100.23,745.5,1522.8,1384.75,0.072,0.09,1.4145
20110527,115.03,3.092,100.59,758.5,1536.3,1379.75,0.069,0.1,1.43185
20110531,116.73,3.1504,102.7,747.5,1535.9,1376,0.067,0.1,1.43965
20110601,114.53,2.9773,100.29,758.5,1542.4,1386.25,0.066,0.1,1.44135
20110602,115.54,2.9677,100.4,766.5,1532,1407,0.068,0.1,1.44905
20110603,115.84,2.9931,100.22,754,1541.7,1414.5,0.068,0.11,1.46345
20110606,114.48,2.9499,99.01,732,1546.5,1383.25,0.064,0.1,1.45755
20110607,116.78,2.9919,99.09,736.5,1543.3,1394,0.066,0.09,1.4691
20110608,117.85,2.9787,100.74,764,1538.1,1401.5,0.067,0.09,1.45835
20110609,119.57,3.0398,101.93,785.5,1542.1,1393.75,0.069,0.09,1.4511
20110610,118.78,3.0177,99.29,787,1528.6,1387.25,0.068,0.09,1.43475
20110613,119.1,2.9968,97.3,782.5,1515,1382.75,0.068,0.1,1.4414
20110614,120.16,3.0646,99.37,755.5,1523.8,1368,0.072,0.1,1.4441
20110615,117.1,2.9235,94.81,725.75,1525.6,1368,0.07,0.1,1.41805
20110616,114.02,2.9494,94.95,701.5,1529.3,1350.5,0.069,0.1,1.4208
20110617,113.21,2.946,93.01,700.25,1538.6,1333,0.068,0.1,1.43075
20110620,111.69,2.9115,93.26,700.5,1541.5,1335.75,0.069,0.09,1.43045
20110621,110.95,2.8826,93.4,707.5,1546,1348.75,0.073,0.09,1.44115
20110622,114.21,2.9733,95.41,677.5,1552.9,1330.25,0.069,0.09,1.4357
20110623,107.26,2.8376,91.02,680.5,1520.1,1317.75,0.071,0.08,1.4256
20110624,105.12,2.7766,91.16,670,1500.5,1320.25,0.07,0.08,1.41895
20110627,105.99,2.8075,90.61,660.75,1496,1329.75,0.068,0.08,1.4287
20110628,108.78,2.8896,92.89,683,1499.7,1330.75,0.068,0.08,1.43705
20110629,112.4,3.0097,94.77,698,1509.9,1334.25,0.069,0.07,1.4434
20110630,112.48,3.0316,95.42,629,1502.3,1306.25,0.067,0.07,1.4503
20110701,111.77,2.9726,94.94,643,1482.3,1324,0.067,0.08,1.4528
20110705,113.61,2.9774,96.89,680.5,1512.3,1332.25,0.068,0.08,1.4429
20110706,113.62,2.9976,96.65,648.75,1528.7,1331,0.07,0.07,1.43195
20110707,118.59,3.127,98.67,650,1530.2,1345.5,0.07,0.07,1.4364
20110708,118.33,3.0926,96.2,672.25,1541.2,1352,0.073,0.07,1.4265
20110711,117.24,3.0705,95.15,681.5,1548.8,1352.5,0.076,0.07,1.40285
20110712,117.75,3.0982,97.43,697,1561.9,1366.5,0.076,0.06,1.3977
20110713,118.78,3.1516,98.05,726.75,1585.2,1387,0.076,0.06,1.4158
20110714,118.32,3.1248,95.69,716.5,1589,1390.5,0.084,0.06,1.4143
20110715,117.26,3.1293,97.24,701.25,1589.8,1385.75,0.075,0.06,1.41575
20110718,116.05,3.0974,95.93,696.25,1602.1,1385.5,0.075,0.06,1.41125
20110719,117.06,3.1149,97.5,698,1600.9,1379.25,0.072,0.06,1.41535
20110720,118.15,3.147,98.14,688,1596.7,1378.25,0.073,0.06,1.4215
20110721,117.51,3.0995,99.13,679.25,1586.8,1380.25,0.075,0.06,1.44245
20110722,118.67,3.1301,99.87,690,1601.3,1380.25,0.073,0.06,1.43585
20110725,117.94,3.1264,99.2,678.75,1612,1365.5,0.07,0.06,1.4378
20110726,118.28,3.1536,99.59,689.75,1616.6,1383,0.073,0.06,1.45105
20110727,117.43,3.1423,97.4,691.5,1615,1375.75,0.072,0.07,1.43685
20110728,117.36,3.1176,97.44,682.25,1613.4,1367.75,0.074,0.08,1.4334
20110729,116.74,3.1129,95.7,665.5,1628.3,1354.25,0.078,0.11,1.4396
20110801,116.81,3.054,94.89,681.25,1619,1358.75,0.076,0.17,1.425
20110802,116.46,3.0373,93.79,711.25,1641.9,1373,0.078,0.16,1.42035
20110803,113.23,2.9313,91.93,706,1663.4,1364,0.083,0.12,1.43235
20110804,107.25,2.7372,86.63,693.75,1656.2,1339.25,0.082,0.09,1.40905
20110805,109.37,2.8052,86.88,693,1648.8,1331.5,0.086,0.08,1.42775
20110808,103.74,2.6916,81.31,675.25,1710.2,1309.25,0.079,0.11,1.4179
20110809,102.57,2.6676,79.3,678.25,1740,1298.75,0.079,0.1,1.43755
20110810,106.68,2.7825,82.89,678,1781.3,1300.75,0.08,0.1,1.41765
20110811,108.02,2.8273,85.72,702.5,1748.8,1333.75,0.077,0.09,1.42405
20110812,108.03,2.8222,85.38,701.75,1740.2,1337,0.081,0.1,1.42495
20110815,109.91,2.8745,87.88,707.25,1755.5,1343.5,0.083,0.1,1.44435
20110816,109.47,2.8538,86.65,714,1782.4,1340,0.081,0.09,1.44075
20110817,110.6,2.8703,87.58,711.5,1791.2,1356.75,0.087,0.09,1.4426
20110818,106.99,2.7832,82.38,699,1818.9,1352,0.08,0.09,1.4333
20110819,108.62,2.8412,82.26,711,1848.9,1359.75,0.084,0.09,1.43975
20110822,108.36,2.8351,84.12,720.5,1888.7,1376.5,0.082,0.09,1.4357
20110823,109.31,2.8766,85.44,730.25,1858.3,1389.5,0.082,0.08,1.44415
20110824,110.15,2.8784,85.16,731.75,1754.1,1386.5,0.087,0.08,1.44145
20110825,110.62,2.9679,85.3,732.25,1759.8,1386,0.078,0.08,1.43795
20110826,111.36,2.9346,85.37,752.5,1794.1,1414.75,0.076,0.09,1.4499
20110829,111.88,2.9064,87.27,756.25,1788.4,1438,0.079,0.09,1.45105
20110830,114.02,2.9958,88.9,763.5,1826.7,1448.75,0.078,0.08,1.4442
20110831,114.85,3.032,88.81,757.5,1828.5,1449,0.075,0.08,1.4375
20110901,114.29,2.8927,88.93,728.75,1826,1424.75,0.08,0.08,1.42595
20110902,112.33,2.8396,86.45,750.25,1873.7,1436,0.082,0.08,1.4206
20110906,112.89,2.8226,86.02,746.75,1869.9,1413.5,0.085,0.09,1.3999
20110907,115.8,2.908,89.34,736.5,1814.2,1411,0.086,0.09,1.40975
20110908,114.55,2.8852,89.05,723.25,1854.4,1407.25,0.081,0.09,1.3882
20110909,112.77,2.771,87.24,726,1856.4,1416.5,0.081,0.09,1.3652
20110912,112.25,2.7382,88.19,734.25,1809.9,1387.5,0.085,0.09,1.36785
20110913,111.89,2.7424,90.21,709.25,1826.8,1381.25,0.077,0.09,1.3678
20110914,112.4,2.7258,88.91,724.25,1823.5,1382.75,0.077,0.08,1.37545
20110915,112.3,2.7828,89.4,701,1778.5,1358.75,0.081,0.09,1.38755
20110916,112.22,2.7841,87.96,692,1812.1,1355.5,0.078,0.09,1.38005
20110919,109.14,2.6965,85.7,692.25,1776.4,1336,0.078,0.09,1.3692
20110920,110.54,2.7014,86.89,690.25,1806.6,1338,0.08,0.09,1.37015
20110921,110.36,2.6665,85.92,685.75,1805.5,1320.5,0.08,0.08,1.3571
20110922,105.49,2.56,80.51,650,1739.2,1283,0.081,0.08,1.3462
20110923,103.97,2.5547,79.85,638.5,1637.5,1258,0.081,0.08,1.35
20110926,103.94,2.5694,80.24,648,1592.5,1259.75,0.079,0.08,1.3534
20110927,107.14,2.6955,84.45,652.25,1650.6,1263,0.074,0.08,1.359
20110928,103.81,2.6507,81.21,630.75,1616.3,1223.5,0.078,0.08,1.35435
20110929,103.95,2.6192,82.14,632.5,1615.5,1230,0.083,0.08,1.3598
20110930,102.76,2.626,79.2,592.5,1620.4,1179,0.075,0.06,1.33875
20111003,101.71,2.511,77.61,592.5,1656,1177.5,0.081,0.08,1.3176
20111004,99.79,2.4884,75.67,587.75,1614.7,1160,0.083,0.07,1.33535
20111005,102.73,2.5692,79.68,605.5,1640.3,1163.75,0.078,0.07,1.33485
20111006,105.73,2.686,82.59,605.5,1651.9,1163.75,0.081,0.07,1.34375
20111007,105.88,2.6476,82.98,600,1634.5,1158.25,0.083,0.07,1.33775
20111010,108.95,2.6953,85.41,605,1669.6,1177.5,0.083,0.07,1.3642
20111011,110.73,2.7476,85.81,645,1659.7,1235.5,0.082,0.07,1.36405
20111012,111.36,2.7487,85.57,640.75,1681.3,1239.5,0.095,0.07,1.3793
20111013,111.11,2.7575,84.23,638.25,1667.3,1257,0.09,0.07,1.3777
20111014,114.68,2.8247,86.8,640,1681.8,1270,0.077,0.07,1.38825
20111017,110.16,2.7429,86.38,640.5,1675.5,1253,0.077,0.07,1.37375
20111018,111.15,2.7469,88.34,644,1651.7,1250.75,0.077,0.07,1.37525
20111019,108.39,2.6715,86.11,638.5,1646,1225,0.079,0.07,1.37605
20111020,109.76,2.6755,85.3,649.5,1611.9,1225,0.079,0.07,1.378
20111021,109.56,2.6846,87.4,649.25,1635.1,1212.25,0.08,0.07,1.38965
20111024,111.45,2.6888,91.27,651,1651.5,1226.75,0.081,0.07,1.39285
20111025,110.92,2.6998,93.17,650.75,1699.6,1225.5,0.085,0.07,1.39065
20111026,108.91,2.6516,90.2,637.25,1722.7,1210.5,0.087,0.08,1.3905
20111027,112.08,2.742,93.96,651.5,1746.7,1235,0.076,0.07,1.41885
20111028,109.91,2.6822,93.32,655,1746.2,1217,0.075,0.07,1.41485
20111031,109.56,2.6057,93.19,647,1724.2,1207.5,0.081,0.09,1.3861
20111101,109.54,2.6244,92.19,654.25,1711,1192.25,0.077,0.08,1.36965
20111102,109.34,2.6272,92.51,645,1728.7,1193.5,0.078,0.08,1.37485
20111103,110.83,2.6418,94.07,653.5,1764.2,1219.25,0.078,0.09,1.38145
20111104,111.97,2.6634,94.26,655.75,1755.3,1212.5,0.077,0.08,1.3796
20111107,114.56,2.7282,95.52,653.25,1790.3,1192.25,0.073,0.08,1.37755
20111108,115,2.7064,96.8,660.5,1798.4,1195.25,0.074,0.08,1.38345
20111109,112.31,2.6442,95.74,656,1790.9,1175.75,0.075,0.08,1.35425
20111110,113.71,2.6368,97.78,645.5,1758.9,1158,0.075,0.08,1.36115
20111111,114.16,2.6038,98.99,638.5,1787.5,1166,0.073,0.08,1.3746
20111114,111.89,2.5353,98.14,633.5,1777.8,1178.25,0.074,0.08,1.36335
20111115,112.18,2.5857,99.37,645.5,1781.7,1200.25,0.075,0.09,1.354
20111116,111.88,2.6273,102.59,642.75,1773.8,1187.75,0.077,0.08,1.34625
20111117,108.22,2.5071,98.82,614.5,1719.8,1168.25,0.078,0.08,1.34585
20111118,107.56,2.4784,97.67,610.25,1724.7,1168.25,0.076,0.08,1.3523
20111121,106.88,2.489,96.92,597.75,1678.3,1148,0.081,0.08,1.34885
20111122,109.03,2.5618,98.01,599,1702.2,1153,0.079,0.08,1.35045
20111123,107.02,2.5177,96.17,588.75,1695.7,1122.5,0.079,0.09,1.33425
20111125,106.4,2.4489,96.77,582.5,1685.5,1106.5,0.078,0.07,1.32365
20111128,109,2.5181,98.21,591.75,1710.8,1121,0.076,0.08,1.33195
20111129,110.82,2.5391,99.79,598,1713.4,1125,0.076,0.08,1.33165
20111130,110.52,2.5584,100.36,601.25,1745.5,1131.25,0.081,0.1,1.3307
20111201,108.99,2.5579,100.2,594.75,1735.3,1128,0.082,0.08,1.34615
20111202,109.94,2.6162,100.96,586.5,1747,1135.75,0.077,0.08,1.33905
20111205,109.81,2.6137,100.96,582,1730.7,1126.5,0.078,0.08,1.34015
20111206,110.81,2.6454,101.28,586,1727.9,1131,0.077,0.08,1.3402
20111207,109.53,2.5869,100.49,582.25,1740.9,1131,0.078,0.08,1.3412
20111208,108.11,2.5666,98.34,590,1709.8,1132.5,0.077,0.07,1.33405
20111209,108.62,2.5961,99.41,585.5,1712.8,1107,0.076,0.07,1.33815
20111212,107.26,2.5636,97.77,585.5,1664.2,1112,0.078,0.07,1.31875
20111213,109.5,2.6254,100.14,588.5,1659.9,1118.5,0.079,0.07,1.30365
20111214,105.02,2.5037,94.95,580.75,1584.3,1100,0.079,0.07,1.29825
20111215,103.6,2.4877,93.87,579,1574.6,1111.75,0.078,0.07,1.30155
20111216,103.35,2.487,93.53,583,1595.6,1130,0.08,0.07,1.3043
20111219,103.64,2.4891,93.88,601,1594.4,1137,0.085,0.07,1.2999
20111220,106.73,2.5787,97.22,607,1615.6,1144.5,0.083,0.07,1.30815
20111221,107.71,2.6199,98.67,616.5,1611.9,1153.75,0.082,0.07,1.3047
20111222,107.89,2.6398,99.53,617.5,1608.9,1162.25,0.079,0.07,1.305
20111223,107.96,2.6872,99.68,619.5,1604.7,1163,0.079,0.08,1.30475
20111227,109.27,2.6888,101.34,633.25,1594.2,1199.75,0.071,0.07,1.30695
20111228,107.56,2.6513,99.36,642.5,1563,1198.25,0.074,0.07,1.2941
20111229,108.01,2.6801,99.65,638,1539.9,1187.5,0.073,0.07,1.29605
20111230,107.38,2.6574,98.83,646.5,1565.8,1198.5,0.075,0.04,1.2957
20120103,112.13,2.7486,102.96,658.5,1599.7,1218.25,0.075,0.07,1.305
20120104,113.7,2.7852,103.22,658.5,1611.9,1221.5,0.079,0.07,1.29425
20120105,112.74,2.7365,101.81,643.5,1619.4,1201.25,0.074,0.07,1.27885
20120106,113.06,2.7516,101.56,643.5,1616.1,1189.5,0.08,0.07,1.27195
20120109,112.45,2.759,101.31,652,1607.5,1225.75,0.08,0.08,1.27655
